Title,Sale price,Merchant,Division,Category,Sub category,Artice type,Fabric,Occasion,Pattern,Image URL
Maroon Printed Sweater,1599,jabong,clothing & accessories,sweaters,pullovers,Sweaters,5,,3 print,http://static2.jassets.com/p/Roadster-Maroon-Printed-Sweater-4271-931744003-1-catalog_m.jpg
"AJS Self Design, Applique, Geometric Print, Digital Prints, Printed Fashion Cotton Silk, Crepe Saree(Mustard)",2455,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j77xjm80-1/sari/a/n/q/free-sau9805-sgm-original-imaexhsgyyr9acrq.jpeg?q=90
White Self Design Slim Fit Casual Shirt,2099,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,,,3 print,http://static1.jassets.com/p/Spykar-White-Self-Design-Slim-Fit-Casual-Shirt-3187-652099003-1-catalog_m.jpg
"Bombey Velvat Fab Embellished, Solid, Applique, Printed, Floral Print, Geometric Print, Self Design Daily Wear Georgette, Chiffon, Crepe Saree(Multicolor)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,1 print,https://rukminim1.flixcart.com/image/200/200/j9oiufk0/sari/x/p/e/free-a15-flower-mehndi-firozi-gold-aqua-best-seller-sexy-original-imaezezdbwze7cmj.jpeg?q=90
Grey Sweater,2095,jabong,clothing & accessories,baby,baby boys 0-24m,Winter Wear,5,,3 print,http://static1.jassets.com/p/Lilliput-Grey-Sweater-9370-503392003-1-catalog_m.jpg
Maroon Self-Design Top,2499,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,1,,3 print,http://static1.jassets.com/p/Wills-Lifestyle-Maroon-Self-Design-Top-8359-066789003-1-catalog_m.jpg
Peach Printed Sweater,2499,jabong,clothing & accessories,western wear,sweaters,Sweaters,1,,3 print,http://static4.jassets.com/p/Dressberry-Peach-Printed-Sweater-2564-172402003-1-catalog_m.jpg
"Ratnavati Printed, Geometric Print, Digital Prints Bollywood Crepe Saree(Beige)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j80icnk0/sari/f/y/7/free-crp10010-mrinalika-fashion-original-imaex9m4h7hgwpgh.jpeg?q=90
Rust Slim Fit Self Design Casual Shirt,1949,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,,,3 print,http://static1.jassets.com/p/Locomotive-Rust-Slim-Fit-Self-Design-Casual-Shirt-1227-000640103-1-catalog_m.jpg
Navy Blue Printed Palazzo Kurta Set,2899,jabong,clothing & accessories,2 wear,salwar suit sets,Suit Sets,5,,3 print,http://static2.jassets.com/p/Jaipur-Kurti-Navy-Blue-Printed-Palazzo-Kurta-Set-5729-647109003-1-catalog_m.jpg
Cream-Coloured & Maroon Printed Kurta with Palazzos,2299,jabong,clothing & accessories,2 wear,salwar suit sets,Suit Sets,5,,3 print,http://static1.jassets.com/p/Anouk-Cream-Coloured---Maroon-Printed-Kurta-with-Palazzos-2081-924389003-1-catalog_m.jpg
"SGM Paisley, Geometric Print, Digital Prints, Printed Fashion Cotton Linen Blend, Cotton Silk Saree(Multicolor)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7usl8w0/sari/h/z/3/free-dg5-sgm-original-imaexnbguc78hznh.jpeg?q=90
Dark Grey Textured Round Neck Sweater,1399,jabong,clothing & accessories,sweaters,pullovers,Sweaters,5,,3 print,http://static3.jassets.com/p/Moda-Rapido-Dark-Grey-Textured-Round-Neck-Sweater-8387-459610003-1-catalog_m.jpg
Alom  Bright Colour Printed Panelled Kurta,1500,paytm,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPALOM-BRIGHT-ALOM13168938FC8494/1..jpg
"AJS Self Design, Geometric Print, Printed Bollywood Cotton Silk Saree(Pink)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j5vcknk0-1/sari/b/h/5/free-pas1421-b-sgm-original-imaewgy3hux79zfn.jpeg?q=90
Charcoal Grey Printed Crop T-Shirt,1199,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,5,,3 print,http://static1.jassets.com/p/Aeropostale-Charcoal-Grey-Printed-Crop-T-Shirt-5582-534769003-1-catalog_m.jpg
Blackberrys Men White & Black Slim Fit Printed Casual Shirt,1995,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,3 print,http://static1.jassets.com/p/Blackberrys-White-Printed-Casual-Shirt-0918-008318003-1-catalog_m.jpg
Blue Printed Round Neck T-Shirt,999,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,3 print,http://static1.jassets.com/p/Flying-Machine-Blue-Printed-Round-Neck-T-Shirt-0866-741420103-1-catalog_m.jpg
"AJS Chevron, Geometric Print, Striped, Printed Fashion Crepe Saree(Multicolor)",1999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/sari/g/q/g/na-na-sg-334-ajs-original-imaejyqrcjwscb49.jpeg?q=90
Sakhi Sang Winter Jackets,1899,paytm,clothing & accessories,western wear,coats & jackets,Jackets,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPSAKHI-SANG-WSAKH2053360651FAD/1..jpg
Brown Printed Slim Fit Chinos,2399,jabong,clothing & accessories,trousers,casuals,Casual Trousers,,,3 print,http://static2.jassets.com/p/Blackberrys-Khaki-Slim-Fit-Printed-Chinos-7960-671410103-1-catalog_m.jpg
Multicoloured Printed Slim Fit T-Shirt,750,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,1,,3 print,http://static2.jassets.com/p/N-Gal-Multicoloured-Printed-Slim-Fit-T-Shirt-7101-672309003-1-catalog_m.jpg
Jaipur Kurti's Cotton Complete Set of Black Kurta and Black Rayon Palazzo,2299,paytm,clothing & accessories,2 wear,kurtas,Stitched Suits,,,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPJAIPUR-KURTIJAIP2007366E81F68/1..jpg
Alom  Navy Blue Crepe With Multicolored Printed Sleeves Long Kurta,1495,paytm,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPALOM-NAVY-BLALOM131689C0CB4310/1..jpg
Monte Carlo Men's Geometric Print Full Sleeve Cardigan,3005,paytm,clothing & accessories,sweaters,cardigans,Winterwear,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPMONTE-CARLO-KAPS578490978E23CC/0.jpg
Charcoal Checked Slim Fit Formal Shirt,1499,jabong,clothing & accessories,shirts,formal shirts,Formal Shirts,,,3 print,http://static2.jassets.com/p/Park-Avenue-Charcoal-Checked-Slim-Fit-Formal-Shirt-8718-536988003-1-catalog_m.jpg
"SGM Paisley, Geometric Print, Digital Prints, Printed Fashion Art Silk, Silk Saree(Multicolor)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7f2qvk0/sari/m/g/a/free-zo33-sgm-original-imaexn9cxmbwseda.jpeg?q=90
"SGM Self Design, Applique, Geometric Print, Digital Prints, Printed Banarasi Cotton Linen Blend Saree(Yellow)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j77xjm80-1/sari/t/a/w/free-sau9832-sgm-original-imaexhthzhemvztn.jpeg?q=90
Olive Printed Sweater,1599,jabong,clothing & accessories,sweaters,pullovers,Sweaters,satin,,3 print,http://static3.jassets.com/p/Roadster-Olive-Printed-Sweater-5454-228744003-1-catalog_m.jpg
Multi Printed Casual Top,1065,jabong,clothing & accessories,tops & tees,t-shirts,Tops & T-shirts,3,,3 print,http://static1.jassets.com/p/Punkster-Multi-Printed-Casual-Top-7943-181869003-1-catalog_m.jpg
Navy Blue Printed BMW MSP Track Sporty Jacket,6499,jabong,clothing & accessories,sportswear,track jackets,Jackets,1,,3 print,http://static1.jassets.com/p/Puma-Navy-Blue-Printed-BMW-MSP-Track-Sporty-Jacket-2403-752589003-1-catalog_m.jpg
Wills Lifestyle Grey Printed Polo T-shirt,1799,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,3 print,http://static4.jassets.com/p/Wills-Lifestyle-Grey-Printed-Polo-T-Shirt-9327-748274003-1-catalog_m.jpg
Mayra Top,895,paytm,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPMAYRA-TOPGAUR3044353E6515D/0..jpg
"SGM Self Design, Applique, Geometric Print, Digital Prints, Printed Banarasi Cotton Linen Blend Saree(Blue)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j77xjm80-1/sari/h/z/h/free-sau9833-sgm-original-imaexhtga3e7hzy9.jpeg?q=90
Grey Printed Sweater,1899,jabong,clothing & accessories,sweaters,pullovers,Sweaters,acrylic,,3 print,http://static4.jassets.com/p/Roadster-Grey-Printed-Sweater-2427-597681003-1-catalog_m.jpg
Khaki Printed Round Neck T-Shirt,699,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,3 print,http://static2.jassets.com/p/Duke-Khaki-Printed-Round-Neck-T-Shirt-2852-556489003-1-catalog_m.jpg
Rajrang White Color Ethnic Wear Embroidered Cotton Kurta for Men,989,paytm,clothing & accessories,2 wear,2 wear,Kurtas,,festive,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPRAJRANG-WHITRAJR20103CB2ACCA2/1..jpg
FLAMBOYANT WOMEN'S DENIM COTTON SHORTS,675,paytm,clothing & accessories,western wear,shorts,Shorts & Capris,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPFLAMBOYANT-WFLAM22924DB27E19E/1..jpg
Brown Printed Slim Fit Casual Shirt,2099,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,3 print,http://static4.jassets.com/p/ColorPlus-Brown-Printed-Regular-Fit-Casual-Shirt-4672-977477003-1-catalog_m.jpg
Black Coloured Self Design Shift Dress,2699,jabong,clothing & accessories,western wear,dresses,Dresses,5,,3 print,http://static3.jassets.com/p/Love-Genration-Black-Coloured-Self-Design-Shift-Dress-0597-051219003-1-catalog_m.jpg
Wear Your Mind Grey Polyester Geometric Print Print Reguar Fit Track Pants,1995,paytm,clothing & accessories,sportswear,track pants & trousers,Track Pants,,,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPWEAR-YOUR-MICROS30998EC1B4627/1..JPG
Louis Philippe Men Blue & Red Printed Polo T-shirt,1699,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,3 print,http://static1.jassets.com/p/300816527-Blue-Printed-Polo-T-Shirt-3402-725618003-1-catalog_m.jpg
"AJS Paisley, Geometric Print, Digital Prints, Printed Fashion Art Silk, Silk Saree(Pink)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7usl8w0/sari/c/g/3/free-rhytm1103-sgm-original-imaewychykhtzqnf.jpeg?q=90
Charcoal Grey Printed Casual Shirt,4999,jabong,clothing & accessories,t-shirts & polos,t-shirts,Casual Shirts,,,3 print,http://static2.jassets.com/p/Tommy-Hilfiger-Charcoal-Grey-Printed-Casual-Shirt-7826-937599003-1-catalog_m.jpg
White Printed Regular Fit Polo T-Shirt,2049,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,3 print,http://static4.jassets.com/p/Indian-Terrain-White-Printed-Regular-Fit-Polo-T-Shirt-5261-194609003-1-catalog_m.jpg
"SGM Paisley, Geometric Print, Digital Prints, Printed Fashion Art Silk Saree(Red)",2999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j5vcknk0-1/sari/c/g/p/free-pas1419-b-sgm-original-imaewfzznuntbzwy.jpeg?q=90
Blue & White Printed Bardot Top,1799,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,1,,3 print,http://static1.jassets.com/p/Pepe-Jeans-Blue---White-Printed-Bardot-Top-0778-778659003-1-catalog_m.jpg
Alom  Navy Blue Printed And Red Colour Panelled Long Kurta,1650,paytm,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPALOM-NAVY-BLALOM131689AA731156/1..jpg
Yellow Printed Top,1299,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,5,,3 print,http://static1.jassets.com/p/United-Colors-of-Benetton-Yellow-Printed-Top-7176-329000103-1-catalog_m.jpg
"Unikstop Flared, Relaxed Women's Multicolor Trousers",579,flipkart,clothing & accessories,western wear,trousers,Trousers & Capris,,,3 print,https://rukminim1.flixcart.com/image/200/200/j8uiljk0/trouser/b/5/p/free-088-unikstop-original-imaeynx7wffzyxhp.jpeg?q=90
Rajrang White Color Ethnic Wear Embroidered Cotton Kurta for Men,2195,paytm,clothing & accessories,2 wear,2 wear,Kurtas,,festive,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPRAJRANG-WHITRAJR20103CEB03302/1..jpg
"Saara Solid, Striped, Geometric Print, Plain, Printed Daily Wear Cotton Saree(Multicolor)",3597,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j20qv0w0/sari/s/h/x/1-free-353s401d-saara-1-original-imaetfwqjxznjzfp.jpeg?q=90
Naughty Ninos Star print shorts,999,paytm,clothing & accessories,dresses,dresses,Clothing for Girls,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDNAUGHTY-NINONAUG36383C6251A6B/1..jpg
Multicoloured Cardigan,1895,jabong,clothing & accessories,baby,baby,Winter Wear,5,,3 print,http://static3.jassets.com/p/Lilliput-Multicoloured-Cardigan-4370-154665003-1-catalog_m.jpg
SWEET DREAMS HALF SLEEVES TOP + CAPRI SET -REG LENGTH,1699,paytm,clothing & accessories,lingerie & nightwear,nightwear,Nightwear & Nighties,,,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPHALF-SLEEVESSWEE29948876C3DC7/0..jpg
Yellow Printed Slim Fit Casual Shirt,1599,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,,,3 print,http://static3.jassets.com/p/WITH-Yellow-Printed-Slim-Fit-Casual-Shirt-3637-748598003-1-catalog_m.jpg
Blue Textured V Neck Sweater,1099,jabong,clothing & accessories,sweaters,pullovers,Sweaters,acrylic,,3 print,http://static1.jassets.com/p/Ether-Blue-Textured-V-Neck-Sweater-6994-555810003-1-catalog_m.jpg
Black Printed Regular Fit Polo T-shirt,899,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,3 print,http://static2.jassets.com/p/Mast---Harbour-Black-Printed-Regular-Fit-Polo-T-shirt-1196-752419003-1-catalog_m.jpg
Grey Printed Sweater,2099,jabong,clothing & accessories,sweaters,pullovers,Sweaters,5,,3 print,http://static1.jassets.com/p/Flying-Machine-Grey-Printed-Sweater-2889-693484003-1-catalog_m.jpg
Black Printed Kurta Pants Set,3699,jabong,clothing & accessories,2 wear,salwar suit sets,Suit Sets,3,,3 print,http://static2.jassets.com/p/Varanga-Black-Printed-Kurta-Pants-Set-5359-501788003-1-catalog_m.jpg
SWEET DREAMS WOMENS HALF SLEEVE FULL LENGTH NIGHTY,1499,paytm,clothing & accessories,lingerie & nightwear,nightwear,Nightwear & Nighties,,,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPHALF-SLEEVE-SWEE299483D99EB36/0..jpg
Rajrang White Color Ethnic Wear Embroidered Cotton Kurta for Men,829,paytm,clothing & accessories,2 wear,2 wear,Kurtas,,festive,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPRAJRANG-WHITRAJR201035C614F6E/1..jpg
Grey Printed Sweater,1899,jabong,clothing & accessories,sweaters,pullovers,Sweaters,acrylic,,3 print,http://static3.jassets.com/p/Roadster-Grey-Printed-Sweater-0914-254413003-1-catalog_m.jpg
Rama Geometric Design Yellow Colour Cotton Suit Set,2499,paytm,clothing & accessories,2 wear,salwar suit sets,Stitched Suits,,festive,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPRAMA-GEOMETRRAMA208577129A3182/1..jpg
DICY Women Orange Bellies,499,flipkart,shoes & handbags,shoes,women's shoes,DICY Ballerinas,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7qi9ow0/sandal/v/d/d/cr-m-560-pich-38-carrito-pink-original-imaexdqfxgs9euch.jpeg?q=90
"SGM Paisley, Floral Print, Geometric Print, Striped, Printed Fashion Cotton Saree(Multicolor)",1299,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,1 print,https://rukminim1.flixcart.com/image/200/200/sari/y/h/e/1-free-manipuri54-design-willa-1-original-imaepx7zvpcs3j6f.jpeg?q=90
Navy Blue Regular Fit Trouser,1499,jabong,clothing & accessories,trousers,formals,Jeans & Trousers,,,3 print,http://static1.jassets.com/p/U-S--Polo-Assn--Kids-Navy-Blue-Regular-Fit-Trouser-0105-348969003-1-catalog_m.jpg
Multi Printed Blouse,1199,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,,,3 print,http://static2.jassets.com/p/United-Colors-of-Benetton-Multi-Printed-Blouse-4184-838089003-1-catalog_m.jpg
Black Printed Sweater,2804,jabong,clothing & accessories,western wear,sweaters,Sweaters,2,,3 print,http://static3.jassets.com/p/Madame-Black-Printed-Sweater-9600-031924003-1-catalog_m.jpg
Navy Blue Printed Shorts,595,jabong,clothing & accessories,shorts,shorts,Shorts & 3/4ths,,,3 print,http://static4.jassets.com/p/Duke-Navy-Blue-Printed-Shorts-4275-041598003-1-catalog_m.jpg
Navy Blue Printed Cardigan,4599,jabong,clothing & accessories,western wear,sweaters,Sweaters,acrylic,,3 print,http://static3.jassets.com/p/W-Navy-Blue-Printed-Cardigan-9483-8665471-1-catalog_m.jpg
Navy Blue Printed Slim Fit Casual Shirt,2390,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,,,3 print,http://static2.jassets.com/p/WITH-Navy-Blue-Printed-Slim-Fit-Casual-Shirt-9617-257598003-1-catalog_m.jpg
Monte Carlo Men's Geometric Print Wool  Sweaters,3865,paytm,clothing & accessories,sweaters,pullovers,Winterwear,,1,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPMONTE-CARLO-KAPS780029BD98E92/0..jpg
Argyle Printed Beach Bikini Swimsuit,1599,paytm,clothing & accessories,swim,bikinis,"Bikinis, One-pieces & more",,,3 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPARGYLE-PRINTN-GA2009757729960/0..jpg
Van Heusen Sport Men Pink Slim Fit Printed Casual Shirt,1699,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,3 print,http://static3.jassets.com/p/Van-Heusen-Sport-Pink-Printed-Casual-Shirt-9348-978418003-1-catalog_m.jpg
Blue Printed Round Neck Sweater,2199,jabong,clothing & accessories,western wear,sweaters,Sweaters,1,,3 print,http://static4.jassets.com/p/Mast---Harbour-Blue-Printed-Round-Neck-Sweater-1142-627740003-1-catalog_m.jpg
Grey Printed Top,1299,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,1,,3 print,http://static2.jassets.com/p/Vero-Moda-Grey-Printed-Top-7138-391100103-1-catalog_m.jpg
Green Printed A-Line Dress,3499,jabong,clothing & accessories,dresses,dresses,Dresses,3,,3 print,http://static1.jassets.com/p/Esprit-Green-Printed-A-Line-Dress-2733-732469003-1-catalog_m.jpg
Green Printed Maxi Dress,1499,jabong,clothing & accessories,western wear,dresses,Dresses,5,,3 print,http://static4.jassets.com/p/Aks-Green-Printed-Maxi-Dress-2807-820039003-1-catalog_m.jpg
Blue & Red Printed A-Line Top,1499,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,3,,3 print,http://static1.jassets.com/p/Global-Desi-Blue---Red-Printed-A-Line-Top-8578-558110103-1-catalog_m.jpg
"SGM Paisley, Striped, Geometric Print, Digital Prints, Printed Fashion Art Silk, Silk Saree(Purple)",1999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7usl8w0/sari/u/g/z/free-zohra5517-sgm-original-imaew3huvctmgjqq.jpeg?q=90
Maroon Printed Regular Fit Round Neck T-shirt,899,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,1,,3 print,http://static1.jassets.com/p/PROLINE-ACTIVE-Maroon-Printed-Regular-Fit-Round-Neck-T-shirt-0309-694000103-1-catalog_m.jpg
White Printed Casual Shirt,1499,jabong,clothing & accessories,t-shirts & polos,t-shirts,Shirts,,,3 print,http://static4.jassets.com/p/U-S--Polo-Assn--Kids-White-Printed-Casual-Shirt-0807-200359003-1-catalog_m.jpg
Pink Sweater,1249,jabong,clothing & accessories,baby,baby girls 0-24m,Winter Wear,5,,3 print,http://static3.jassets.com/p/Nauti-Nati-Pink-Sweater-0524-410771003-1-catalog_m.jpg
Navy Blue Printed Maxi Dress,2499,jabong,clothing & accessories,western wear,dresses,Dresses,3,,3 print,http://static3.jassets.com/p/Indian-Virasat-Navy-Blue-Printed-Maxi-Dress-7904-286689003-1-catalog_m.jpg
Grey Melange Honeycomb Patterned Sweater,3099,jabong,clothing & accessories,sweaters,pullovers,Sweaters,5,,3 print,http://static2.jassets.com/p/United-Colors-of-Benetton-Grey-Melange-Honeycomb-Patterned-Sweater-4059-909230103-1-catalog_m.jpg
White Solid Shift Dress,1699,jabong,clothing & accessories,western wear,dresses,Dresses,1,,3 print,http://static1.jassets.com/p/AND-White-Solid-Shift-Dress-4392-213998003-1-catalog_m.jpg
"Jams Socks Men's Striped, Geometric Print, Graphic Print Ankle Length Socks(Pack of 3)",399,flipkart,clothing & accessories,socks,calf socks,Socks,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7nndzk0-1/sock/8/e/h/free-js-2017-s-10-jams-socks-original-imaexqhhyby2mj5n.jpeg?q=90
"SGM Paisley, Geometric Print, Digital Prints, Printed Fashion Cotton Silk, Art Silk Saree(Red)",1999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,,3 print,https://rukminim1.flixcart.com/image/200/200/j7usl8w0/sari/h/9/x/free-p5579-sgm-original-imaexn4tzsupgyhu.jpeg?q=90
